voter_id,candidate,region
310,Frank,Northeast
311,Grace,North
312,Alice,North
313,Alice,North
314,Bob,South
315,Bob,South
316,Charlie,East
317,Diana,West
318,Eve,Central
319,Frank,Northeast
320,Grace,North
321,Alice,North
322,Alice,North
323,Bob,South
324,Bob,South
325,Charlie,East
326,Diana,West
327,Eve,Central
328,Frank,Northeast
329,Grace,North
330,Alice,North
331,Alice,North
332,Bob,South
333,Bob,South
334,Charlie,East
335,Diana,West
336,Eve,Central
337,Frank,Northeast
338,Grace,North
339,Alice,North
340,Alice,North
341,Bob,South
342,Bob,South
343,Charlie,East
344,Diana,West
345,Eve,Central
346,Frank,Northeast
347,Grace,North
348,Alice,North
349,Alice,North
350,Bob,South
351,Bob,South
352,Charlie,East
353,Diana,West
354,Eve,Central
355,Frank,Northeast
356,Grace,North
357,Alice,North
358,Alice,North
359,Bob,South
360,Bob,South
361,Charlie,East
362,Diana,West
363,Eve,Central
364,Frank,Northeast
365,Grace,North
366,Alice,North
367,Alice,North
368,Bob,South
369,Bob,South
370,Charlie,East
371,Diana,West
372,Eve,Central
373,Frank,Northeast
374,Grace,North
375,Alice,North
376,Alice,North
377,Bob,South
378,Bob,South
379,Charlie,East
380,Diana,West
381,Eve,Central
382,Frank,Northeast
383,Grace,North
384,Alice,North
385,Alice,North
386,Bob,South
387,Bob,South
388,Charlie,East
389,Diana,West
390,Eve,Central
391,Frank,Northeast
392,Grace,North
393,Alice,North
394,Alice,North
395,Bob,South
396,Bob,South
397,Charlie,East
398,Diana,West
399,Eve,Central
400,Frank,Northeast
401,Grace,North
402,Alice,North
403,Alice,North
404,Bob,South
405,Bob,South
406,Charlie,East
407,Diana,West
408,Eve,Central
409,Frank,Northeast
410,Grace,North
411,Alice,North
412,Alice,North
413,Bob,South
414,Bob,South
415,Charlie,East
416,Diana,West
417,Eve,Central
418,Frank,Northeast
419,Grace,North
420,Alice,North
421,Alice,North
422,Bob,South
423,Bob,South
424,Charlie,East
425,Diana,West
426,Eve,Central
427,Frank,Northeast
428,Grace,North
429,Alice,North
430,Alice,North
431,Bob,South
432,Bob,South
433,Charlie,East
434,Diana,West
435,Eve,Central
436,Frank,Northeast
437,Grace,North
438,Alice,North
439,Alice,North
440,Bob,South
441,Bob,South
442,Charlie,East
443,Diana,West
444,Eve,Central
445,Frank,Northeast
446,Grace,North
447,Alice,North
448,Alice,North
449,Bob,South
450,Bob,South
451,Charlie,East
452,Diana,West
453,Eve,Central
454,Frank,Northeast
455,Grace,North
456,Alice,North
457,Alice,North
458,Bob,South
459,Bob,South
460,Charlie,East
461,Diana,West
462,Eve,Central
463,Frank,Northeast
464,Grace,North
465,Alice,North
466,Alice,North
467,Bob,South
468,Bob,South
469,Charlie,East
470,Diana,West
471,Eve,Central
472,Frank,Northeast
473,Grace,North
474,Alice,North
475,Alice,North
476,Bob,South
477,Bob,South
478,Charlie,East
479,Diana,West
480,Eve,Central
481,Frank,Northeast
482,Grace,North
483,Alice,North
484,Alice,North
485,Bob,South
486,Bob,South
487,Charlie,East
488,Diana,West
489,Eve,Central
490,Frank,Northeast
491,Grace,North
492,Alice,North
493,Alice,North
494,Bob,South
495,Bob,South
496,Charlie,East
497,Diana,West
498,Eve,Central
499,Frank,Northeast
500,Grace,North
